_id	model.x	model.y	cluster	eps
hachelijk/adj/de_standaard_20040625_01_85/346	2.7701611433313715	5.202913169739969	8	1.7228576955368944
hachelijk/adj/het_laatste_nieuws_19990420_01_572/83	2.6871080345566654	1.0555044553123365	0	3.812446130900593
hachelijk/adj/het_laatste_nieuws_20011203_01_237/39	2.6865619608086897	0.9130500723173218	0	3.9452545541808557
hachelijk/adj/het_nieuwsblad_20041224_01_100/712	-1.00147235961477	0.9363434587835282	0	3.257429324130549
hachelijk/adj/de_standaard_20010126_01_55/233	2.621590168519437	4.690227009542862	0	3.704314174991767
hachelijk/adj/de_standaard_20030329_01_37/52	1.545905368184312	1.1510337004446571	0	3.7905906386510497
hachelijk/adj/het_laatste_nieuws_19990821_01_308/185	-0.9386639120059828	0.9903670713546846	0	3.510370618173553
hachelijk/adj/het_laatste_nieuws_20031010_01_384/104	1.7174599679001796	4.257600193242313	0	3.9452915830208886
hachelijk/adj/parool_20000617_75/211	-10.144442791861941	0.35868897371957753	2	1.984939899366388
hachelijk/adj/volkskrant_19990319_135/850	-9.888518474557024	0.7296151004090021	2	1.8345958091621508
hachelijk/adj/volkskrant_20020124_74/791	3.0068292996909527	5.687459070846121	8	2.001591579629595
hachelijk/adj/algemeen_dagblad_19990130_89/63	4.201889489728161	1.5509813459189934	5	1.4994847778181626
hachelijk/adj/algemeen_dagblad_20000212_1/882	3.3860734831985315	1.3849861150988516	5	2.25350236919198
hachelijk/adj/algemeen_dagblad_20000221_13/19	1.8153904048569778	-2.5087197017692464	1	1.9771620224877158
hachelijk/adj/algemeen_dagblad_20010102_91/826	-1.4305811836404394	0.6960500547346558	0	3.274868862070791
hachelijk/adj/algemeen_dagblad_20010330_20/1118	3.7499922472608436	1.6008169667683758	5	1.7898519138545963
hachelijk/adj/algemeen_dagblad_20010915_99/463	-0.9902763832108257	0.9935214689300869	7	2.8479759027774394
hachelijk/adj/algemeen_dagblad_20011027_167/945	1.6921428721821263	-2.3017642742066218	1	2.00183309437195
hachelijk/adj/algemeen_dagblad_20011208_180/1999	4.0900164552134015	1.3665224204006965	5	2.052926533815307
hachelijk/adj/algemeen_dagblad_20021015_99/245	-3.059700803036471	-0.22504718206018803	7	1.5565608796652195
